Date,Open,High,Low,Close,Volume
2017-01-11,27300,27650,27300,27450,39180
2017-01-12,27500,27550,27150,27200,49922
2017-01-13,27200,27700,27050,27200,48551
2017-01-16,27200,27350,26800,26850,48050
2017-01-17,26850,27400,26850,26950,45853
2017-01-18,27300,27300,26900,27050,25022
2017-01-19,27200,27600,27000,27500,63410
2017-01-20,27300,27750,27300,27350,40470
2017-01-23,27350,27350,26850,26900,44933
2017-01-24,26800,27100,26550,26550,37036
2017-01-25,26750,26750,25900,26100,58058
2017-01-26,25800,26450,25800,26150,60475
2017-01-31,26150,26500,26150,26200,35651
2017-02-01,26150,27500,26150,27500,73818
2017-02-02,27800,27800,27100,27100,53474
2017-02-03,27100,27600,26700,27000,46969
2017-02-06,26700,27200,26500,26750,56586
2017-02-07,26450,27000,26450,26850,44406
2017-02-08,26850,27050,26400,26550,43425
2017-02-09,26500,26800,26400,26500,42994
2017-02-10,26750,27150,26450,27000,48122
2017-02-13,27200,27750,27100,27500,63490
2017-02-14,27500,27750,27350,27750,50831
2017-02-15,27750,28400,27700,28000,122915
2017-02-16,28400,28550,28000,28300,87807
2017-02-17,28300,28500,28000,28000,52963
2017-02-20,27950,28000,27550,27650,40713
2017-02-21,27400,28100,27400,28000,31410
2017-02-22,28300,28300,27800,27850,48837
2017-02-23,27500,27550,26950,27450,107186
2017-02-24,27400,28400,27150,28100,142118
2017-02-27,28350,28350,27650,27650,80461
2017-02-28,27600,27600,26950,27000,85601
2017-03-02,26900,26900,26350,26350,82194
2017-03-03,26350,26350,25300,25450,163063
2017-03-06,25000,25400,24650,25200,72707
2017-03-07,24850,25450,24850,25200,85229
2017-03-08,25000,25500,25000,25450,52652
2017-03-09,25450,27300,25450,27100,241056
2017-03-10,27100,27750,26700,27000,106179
2017-03-13,27100,27450,26900,26950,47232
2017-03-14,26950,27300,26900,26950,54658
2017-03-15,27200,27250,26800,26950,42343
2017-03-16,26950,28300,26950,28100,216052
2017-03-17,28100,29100,27650,29000,516501
2017-03-20,30200,30700,28500,28500,906374
2017-03-21,28600,29150,28300,28350,159525
2017-03-22,28400,28900,28350,28650,106574
2017-03-23,28600,29050,28550,28850,79048
2017-03-24,28700,29150,28550,28950,78218
2017-03-27,28850,29200,28800,29000,74505
2017-03-28,29200,29350,28800,28850,62572
2017-03-29,29100,29100,28500,28750,55488
2017-03-30,28550,29000,28500,28650,52062
2017-03-31,28700,29250,28600,29200,86257
2017-04-03,29200,29650,29100,29500,96758
2017-04-04,29700,29700,29150,29300,70128
2017-04-05,29450,29550,29000,29300,77400
2017-04-06,29450,29450,28950,29100,46276
2017-04-07,29100,29400,29000,29000,45199
2017-04-10,28800,28950,27850,27900,133905
2017-04-11,27800,28450,27600,27800,83369
2017-04-12,27750,27950,27550,27950,54024
2017-04-13,28250,28550,27950,28050,66634
2017-04-14,27850,28050,27750,27850,46670
2017-04-17,28250,28850,28250,28700,129732
2017-04-18,29350,29900,29100,29900,221696
2017-04-19,30050,30100,29650,29900,141325
2017-04-20,29700,30800,29700,30700,255216
2017-04-21,31300,31300,30700,31000,185698
2017-04-24,31300,31600,30750,31150,201671
2017-04-25,30950,31000,30250,30700,146715
2017-04-26,30750,31050,30500,30750,93234
2017-04-27,30800,31050,30250,30550,79029
2017-04-28,30500,30850,30100,30200,91890
2017-05-02,30500,31150,30450,31100,122228
2017-05-04,31150,31750,31050,31750,140814
2017-05-08,32100,33050,32100,33000,313502
2017-05-10,33250,33300,32250,32650,178104
2017-05-11,32750,34100,31800,34000,375499
2017-05-12,33950,33950,33000,33500,253180
2017-05-15,33500,34800,33050,34350,359915
2017-05-16,34700,35050,34250,34550,238590
2017-05-17,34900,36000,34800,35650,363657
2017-05-18,35600,36150,35100,36150,226376
2017-05-19,36450,36450,35700,35850,153125
2017-05-22,35850,36050,34750,35000,238375
2017-05-23,34900,35400,34500,34950,145134
2017-05-24,34950,35350,34750,35050,124061
2017-05-25,35100,35150,34000,34100,213177
2017-05-26,34400,34900,34300,34550,98356
2017-05-29,34550,34700,33850,34250,96819
2017-05-30,34500,34750,34300,34450,81783
2017-05-31,34700,34700,34000,34600,97056
2017-06-01,34950,34950,32200,33000,247102
2017-06-02,32850,34050,32550,33350,323183
2017-06-05,33750,33750,32900,33450,102469
2017-06-07,33000,33100,32500,32600,219408
2017-06-08,32300,33400,32300,33150,150577
2017-06-09,33700,33750,33050,33500,143263
2017-06-12,33300,33500,32200,32550,171118
2017-06-13,32200,32550,31700,32200,188492
2017-06-14,32300,32550,32050,32300,79213
2017-06-15,32400,32650,32000,32050,95156
2017-06-16,32000,32200,31750,31950,70212
2017-06-19,32150,32150,31600,31650,66808
2017-06-20,31500,31650,30800,31000,129096
2017-06-21,30700,31000,30600,30950,67662
2017-06-22,31200,31250,30800,30800,65144
2017-06-23,30550,31900,30550,31750,98579
2017-06-26,32400,32400,31600,31700,91749
2017-06-27,32000,32000,31600,31650,51333
2017-06-28,31500,31550,31000,31000,61828
2017-06-29,30950,31600,30850,31100,52191
2017-06-30,30950,31650,30950,31500,43501
2017-07-03,32250,32450,31600,31900,107846
2017-07-04,32300,32300,31100,31500,59231
2017-07-05,31400,31850,31000,31050,59465
2017-07-06,31400,31500,30700,31200,48102
2017-07-07,31150,31600,30750,31600,47006
2017-07-10,31600,31700,30600,30750,63428
2017-07-11,30300,31100,30250,30500,63235
2017-07-12,30750,30800,30100,30150,56535
2017-07-13,30050,30500,30000,30150,56286
2017-07-14,30100,30350,29250,29550,98108
2017-07-17,29550,30200,29500,30000,70658
2017-07-18,30050,30550,30000,30300,60325
2017-07-19,30100,30900,30100,30800,76237
2017-07-20,31000,31050,30600,30650,59106
2017-07-21,30500,30850,30100,30300,55296
2017-07-24,30300,30700,30100,30700,39321
2017-07-25,30800,30800,30350,30400,36846
2017-07-26,30450,30700,30350,30650,44413
2017-07-27,30650,31600,30600,31500,147850
2017-07-28,31550,31650,30700,30700,92069
2017-07-31,30100,30300,29350,29500,165331
2017-08-01,29450,29850,29400,29750,82133
2017-08-02,29950,30000,29350,29450,57250
2017-08-03,29450,29500,28450,28550,116177
2017-08-04,28550,29050,28400,28450,74924
2017-08-07,28800,29050,28500,28550,49727
2017-08-08,28600,28900,28450,28700,29475
2017-08-09,28700,28700,28050,28050,68070
2017-08-10,28050,28350,27850,27900,52451
2017-08-11,27500,28500,27500,27900,57415
2017-08-14,27650,28200,27450,27600,55774
2017-08-16,27650,27900,27350,27550,60082
2017-08-17,27600,28200,27400,28200,44095
2017-08-18,28100,28100,27500,27800,55687
2017-08-21,27800,27800,27500,27600,51162
2017-08-22,27500,27750,27400,27450,38489
2017-08-23,27700,27700,27350,27400,37215
2017-08-24,27350,28200,27350,27650,64294
2017-08-25,27900,28250,27700,27850,52668
2017-08-28,27850,28000,27700,27800,56900
2017-08-29,27700,27800,27500,27700,39130
2017-08-30,27700,27900,27500,27500,48025
2017-08-31,27500,27700,27350,27500,66160
2017-09-01,27500,27600,27300,27500,40276
2017-09-04,27000,27200,26650,26950,74052
2017-09-05,26950,27150,26500,26850,51988
2017-09-06,26850,27100,26750,26950,45059
2017-09-07,26950,27100,26850,27000,38090
2017-09-08,27000,27050,26300,26350,92932
2017-09-11,26250,26400,26000,26200,73648
2017-09-12,26100,27100,26100,26900,86977
2017-09-13,27000,27150,26250,26400,75670
2017-09-14,26200,26700,26200,26500,49522
2017-09-15,26500,26700,26250,26600,66299
2017-09-18,26450,26700,26400,26650,52534
2017-09-19,26700,27200,26350,26400,75833
2017-09-20,26600,26600,26100,26100,55665
2017-09-21,26100,26150,25650,25700,67450
2017-09-22,25650,25650,25000,25100,98585
2017-09-25,24900,25250,24750,24850,76225
2017-09-26,24550,25650,24550,25100,56883
2017-09-27,25500,25500,25150,25250,37715
2017-09-28,25400,27400,25400,27250,183348
2017-09-29,27000,27750,26800,27200,95080
2017-10-10,27200,27550,26600,27050,56362
2017-10-11,27100,27500,26700,27400,63202
2017-10-12,27400,27400,26850,26850,60904
2017-10-13,26800,27500,26050,27050,146453
2017-10-16,27100,28000,26850,28000,161784
2017-10-17,28150,28450,27700,28000,166486
2017-10-18,27950,28000,27300,27550,118608
2017-10-19,27900,27900,27550,27600,61030
2017-10-20,27600,27600,27200,27450,59431
2017-10-23,27450,28800,27450,28400,182199
2017-10-24,28400,29000,28150,28800,163970
2017-10-25,28900,29050,28600,28800,88662
2017-10-26,28800,30300,28750,30050,340781
2017-10-27,31000,31000,29500,30000,218336
2017-10-30,30700,30750,30050,30050,143026
2017-10-31,30400,30450,29550,29900,149636
2017-11-01,30200,30400,29500,29600,107725
2017-11-02,29600,29900,29100,29350,71950
2017-11-03,29450,30000,29450,29800,81931
2017-11-06,30150,30800,29850,30750,213357
2017-11-07,30950,30950,30150,30700,130691
2017-11-08,30650,30650,30250,30400,67672
2017-11-09,30700,30700,30100,30150,80656
2017-11-10,30250,30550,30050,30300,62614
2017-11-13,30450,32250,30450,32150,533190
2017-11-14,32500,33600,32200,32950,457804
2017-11-15,33000,33700,32550,33250,382129
2017-11-16,33500,33800,32900,33350,208444
2017-11-17,33350,33550,32300,32650,199452
2017-11-20,32650,33150,32150,32650,140685
2017-11-21,32600,32650,31500,31650,239486
2017-11-22,31550,32000,31100,31800,142942
2017-11-23,32050,32650,31800,32250,156367
2017-11-24,32350,32650,31850,32350,125930
2017-11-27,32350,32400,31850,31950,119335
2017-11-28,31950,32200,31250,31300,130086
2017-11-29,31300,31750,30850,31300,137017
2017-11-30,31100,31500,30500,30650,91493
2017-12-01,30850,31050,30450,31000,76476
2017-12-04,31000,31200,30300,30500,101759
2017-12-05,30350,30750,30050,30600,81976
2017-12-06,30700,30700,30050,30100,94786
2017-12-07,30050,30300,29300,29650,148853
2017-12-08,29500,30050,29500,29600,76977
2017-12-11,29600,30750,29600,30750,112873
2017-12-12,30750,30800,29450,29550,135302
2017-12-13,29750,30150,29550,30000,109910
2017-12-14,30000,30000,29450,29550,153113
2017-12-15,30000,30000,29400,29650,79544
2017-12-18,29850,31100,29700,30300,263121
2017-12-19,30300,30300,29500,29750,117003
2017-12-20,29550,29700,29050,29100,88181
2017-12-21,28850,29300,28600,28750,64822
2017-12-22,28550,29850,28100,29800,111751
2017-12-26,29500,29950,29150,29700,101385
2017-12-27,29400,29650,28650,29150,112053
2017-12-28,29250,29300,28800,28850,65099
2018-01-02,28900,29000,28500,28600,83191
2018-01-03,28600,28850,28100,28200,125545
2018-01-04,28200,28350,27250,27300,164833
2018-01-05,27350,27750,27300,27600,66652
2018-01-08,27650,27650,26850,27000,175715
2018-01-09,27000,27850,27000,27350,132907
2018-01-10,27300,28400,27000,28250,165858
2018-01-11,28350,28350,27800,27800,104856
2018-01-12,27900,28100,27200,27550,126406
2018-01-15,27300,28250,27200,28150,104514
2018-01-16,28200,28900,27950,28350,134657
2018-01-17,28250,29350,28150,29350,234490
2018-01-18,29600,29650,28800,29350,156882
2018-01-19,29950,29950,29300,29600,211142
2018-01-22,29950,30400,29750,29800,202425
2018-01-23,29800,30050,29400,30000,121666
2018-01-24,30100,30100,29700,29950,91532
2018-01-25,29900,29950,29250,29500,113569
2018-01-26,29600,29850,29500,29750,123268
2018-01-29,29850,31300,29800,30850,375155
2018-01-30,30500,30750,30000,30000,200757
2018-01-31,29700,29800,29150,29600,125571
2018-02-01,29500,30200,29500,30050,113749
2018-02-02,30200,30200,29300,29750,108502
2018-02-05,29000,29500,28750,28950,114590
2018-02-06,28650,29000,26850,29000,296439
2018-02-07,29100,29500,28700,28950,193580
2018-02-08,28750,29900,28750,29300,211246
2018-02-09,28350,28850,28000,28500,107928
2018-02-12,28850,29000,28050,28100,70690
2018-02-13,28050,28300,27650,27650,75539
2018-02-14,27650,27950,27200,27800,87710
2018-02-19,28000,28700,27950,28550,96454
2018-02-20,28400,28650,27650,28300,79748
2018-02-21,28200,28750,28000,28700,71048
2018-02-22,28650,28750,28250,28700,53369
2018-02-23,28400,28500,27550,27950,148495
2018-02-26,27900,28250,27600,27800,80013
2018-02-27,27700,27950,27600,27650,42132
2018-02-28,27650,27700,27000,27150,100432
2018-03-02,26950,27300,26750,27250,63405
2018-03-05,27800,27800,27300,27550,57275
2018-03-06,27500,27850,27500,27700,58985
2018-03-07,27800,27900,27200,27300,57381
2018-03-08,27450,27600,27050,27050,52826
2018-03-09,27400,28600,27250,28050,130708
2018-03-12,28500,29450,28300,29450,183249
2018-03-13,29450,30150,28950,30000,179394
2018-03-14,30000,30100,29250,29450,94115
2018-03-15,29450,30400,29350,30150,210443
2018-03-16,30150,30300,29700,30150,98757
2018-03-19,30150,30900,29800,29850,193571
2018-03-20,30000,30100,29050,30000,97985
2018-03-21,29650,29900,29500,29650,66501
2018-03-22,29850,29950,29550,29650,87296
2018-03-23,28750,29900,28200,28200,122357
2018-03-26,28650,29550,28550,29500,110935
2018-03-27,29600,29900,29050,29700,90280
2018-03-28,29600,31700,29300,31100,592988
2018-03-29,31250,31550,30800,31150,181104
2018-03-30,31300,31300,30800,30800,114290
2018-04-02,31350,32650,31250,32050,476510
2018-04-03,32050,32750,31700,32400,238284
2018-04-04,32450,32450,30350,30900,255279
2018-04-05,31100,31300,30100,30150,147718
2018-04-06,30150,30800,29550,29850,154638
2018-04-09,30150,30800,30050,30550,120177
2018-04-10,30900,31300,30100,31150,155253
2018-04-11,31400,31500,30500,30750,101051
2018-04-12,30800,31150,29850,29850,138078
2018-04-13,30250,31000,30150,30650,96802
2018-04-16,30700,31250,30700,31250,115942
2018-04-17,31250,31450,30600,30850,105383
2018-04-18,31200,31200,30450,30450,94762
2018-04-19,30650,31150,30150,30300,155510
2018-04-20,30300,30600,30050,30300,92777
2018-04-23,30450,31050,30250,30450,84197
2018-04-24,30450,30600,29800,29850,96448
2018-04-25,29700,30150,29500,30100,66016
2018-04-26,30100,30100,29600,29950,72205
2018-04-27,30200,30250,28950,29100,115504
2018-04-30,29050,29850,28750,29300,112005
2018-05-02,29500,29700,28550,28600,133260
2018-05-03,28400,28800,28250,28300,102420
2018-05-04,28300,28750,27850,27850,116035
2018-05-08,28300,28300,27200,27200,118875
2018-05-09,27350,27950,26700,27950,165762
2018-05-10,27600,27900,26800,27050,168947
2018-05-11,27000,27450,26900,27350,121659
2018-05-14,27050,27650,26900,27350,159285
2018-05-15,27450,27900,27350,27750,158503
2018-05-16,27700,27700,27000,27150,91264
2018-05-17,27150,27350,27050,27350,71807
2018-05-18,27400,27550,27100,27350,59684
2018-05-21,27150,27750,27150,27500,66998
2018-05-23,27300,28050,27200,27900,85635
2018-05-24,27900,27900,27500,27650,66914
2018-05-25,27650,27650,27100,27350,83825
2018-05-28,27550,27850,27300,27400,86822
2018-05-29,27300,29350,27200,28550,321445
2018-05-30,28700,29150,27950,28350,175318
2018-05-31,28350,29000,28000,29000,131779
2018-06-01,29000,29050,28250,28400,107747
2018-06-04,28450,29200,28350,28650,141432
2018-06-05,28650,29000,28050,28400,98738
2018-06-07,28400,28800,28300,28300,65484
2018-06-08,28200,28400,27800,28250,82200
2018-06-11,28300,28950,28300,28850,99810
2018-06-12,28700,30700,28700,30700,470734
2018-06-14,30500,31650,30500,31050,431088
2018-06-15,31150,31500,30850,31250,226464
2018-06-18,32250,33700,32150,33000,1081167
2018-06-19,33200,33400,31800,32150,383886
2018-06-20,32150,34200,31850,34050,655436
2018-06-21,34200,36950,34100,36400,1338654
2018-06-22,36550,36600,35450,36250,509277
2018-06-25,37200,38300,35600,36250,764816
2018-06-26,36000,38400,35750,37200,733335
2018-06-27,38000,38050,36550,36750,414353
2018-06-28,36350,37200,36000,36500,263089
2018-06-29,36850,37000,35300,36250,356793
2018-07-02,36200,37450,35550,35950,416807
2018-07-03,36850,38200,36200,38100,689792
2018-07-04,38050,38700,37350,37800,305088
2018-07-05,37800,38000,36200,36850,267248
2018-07-06,36650,37500,36350,37450,261478
2018-07-09,37600,39750,37450,39750,585578
2018-07-10,39750,39950,38600,39100,430495
2018-07-11,38600,39500,38500,38750,247622
2018-07-12,38750,40950,38250,40450,542928
2018-07-13,40250,42050,40250,41350,407951
2018-07-16,41450,42050,40550,41750,303189
2018-07-17,41600,41600,39100,39100,589384
2018-07-18,39600,40350,37400,37850,514620
2018-07-19,38000,38200,36100,37100,642351
2018-07-20,37200,37750,36200,37150,369228
2018-07-23,37150,37200,34950,35400,626851
2018-07-24,35550,36250,35150,35400,242709
2018-07-25,35500,35550,33800,35050,462351
2018-07-26,35500,36750,34850,36600,371726
2018-07-27,36450,36850,35600,35950,232598
2018-07-30,36100,36150,33900,34000,445305
2018-07-31,33850,34000,32600,33300,556252
2018-08-01,33350,35100,33300,34950,412931
2018-08-02,34700,35200,33650,34350,186080
2018-08-03,34500,35050,34100,34500,141297
2018-08-06,34550,34800,33550,33650,99005
2018-08-07,33900,35150,33150,35000,290852
2018-08-08,34800,35850,34750,35000,254422
2018-08-09,35050,35550,34050,34850,219838
2018-08-10,34850,35250,34200,35000,148026
2018-08-13,35350,35500,34050,34100,236888
2018-08-14,34450,35750,34200,35450,295745
2018-08-16,35100,38050,34350,37950,511806
2018-08-17,38200,38700,36950,37050,469718
2018-08-20,37000,38000,35650,36050,407208
2018-08-21,36100,38750,36100,38300,524447
2018-08-22,38150,39500,37500,38900,383765
2018-08-23,38650,39900,37200,38200,607153
2018-08-24,37650,40500,37550,40050,484832
2018-08-27,40000,42000,39800,41800,482432
2018-08-28,42000,42650,39300,39600,613854
2018-08-29,39800,41150,39550,40850,408318
2018-08-30,40850,42000,40800,41950,277742
2018-08-31,41400,43000,41050,42900,494924
2018-09-03,42950,43200,41350,42600,331957
2018-09-04,42750,43950,42250,43250,364832
2018-09-05,43050,43550,42600,43000,186187
2018-09-06,43000,43350,41900,42550,288294
2018-09-07,42850,43600,42700,42950,265841
2018-09-10,42800,43400,41300,41550,333067
2018-09-11,41250,42750,41250,42000,159597
2018-09-12,42500,44400,42200,42600,399124
2018-09-13,42600,43300,41900,43300,202165
2018-09-14,43200,43750,42500,43600,159852
2018-09-17,43600,43650,42100,43250,192210
2018-09-18,42900,43150,42200,42700,117000
2018-09-19,43000,44100,42450,43400,130817
2018-09-20,43150,43650,42500,43600,135566
2018-09-21,43300,44450,43300,44000,158486
2018-09-27,44200,44300,43450,44200,122456
2018-09-28,44200,44350,43650,44200,113508
2018-10-01,44500,46700,44500,46700,443210
2018-10-02,47000,47450,43950,44650,391051
2018-10-04,44750,44750,42550,44650,292510
2018-10-05,44650,45000,42700,43200,275456
2018-10-08,43000,43950,40250,41200,372531
2018-10-10,41350,42200,39600,42150,413449
2018-10-11,41400,41900,39000,39650,424811
2018-10-12,39400,41450,39350,40800,256131
2018-10-15,40500,41850,39900,40300,165332
2018-10-16,40350,42300,40350,42300,187836
2018-10-17,42050,42500,38700,39450,1553667
2018-10-18,39650,40150,39150,40000,652646
2018-10-19,39500,41700,39350,41200,400491
2018-10-22,41000,42150,40550,41750,226492
2018-10-23,41750,43750,40700,42700,490990
2018-10-24,43900,44000,36450,37050,1200094
2018-10-25,36550,38850,35750,38000,500560
2018-10-26,38900,38950,35250,36600,409608
2018-10-29,38050,38050,35450,35950,295405
2018-10-30,35500,38000,33800,38000,289948
2018-10-31,38000,38050,36500,36850,192938
2018-11-01,37000,38400,36500,37300,254854
2018-11-02,37550,39200,37450,38950,321153
2018-11-05,38650,38650,37250,37550,273593
2018-11-06,37950,37950,36050,36850,215089
2018-11-07,36850,37000,34700,35500,361530
2018-11-08,36150,36150,34800,35700,270601
2018-11-09,35700,36450,35100,36200,196642
2018-11-12,36800,38750,36300,38250,424496
2018-11-13,38300,40200,36000,39850,594671
2018-11-14,39850,42350,39150,41300,495421
2018-11-15,41450,43500,41450,42300,460834
2018-11-16,42500,42700,41000,41550,315131
2018-11-19,41550,41550,40200,40500,289212
2018-11-20,39800,42350,39650,41050,388802
2018-11-21,40850,41400,39000,40900,252059
2018-11-22,41050,41050,39200,39650,281608
2018-11-23,39250,40050,39050,39150,148803
2018-11-26,39250,42300,39200,41950,489586
2018-11-27,42550,43200,41600,42850,302698
2018-11-28,42950,43800,42450,43200,145672
2018-11-29,44000,44000,42100,43000,208332
2018-11-30,43500,43750,42450,43400,154717
2018-12-03,44000,44000,42700,43650,170204
2018-12-04,43500,45350,43050,45300,253628
2018-12-05,44500,45600,44100,44500,234357
2018-12-06,45050,45050,41950,43200,531047
2018-12-07,43600,44150,42500,43950,192194
2018-12-10,43400,44900,42900,44050,173074
2018-12-11,44400,45750,43900,45200,259254
2018-12-12,45200,45700,44450,45550,143556
2018-12-13,45700,45800,44950,45600,235136
2018-12-14,45800,46700,44400,44750,309166
2018-12-17,45100,45100,42150,43500,350092
2018-12-18,42200,43750,42200,43200,175159
2018-12-19,43200,46800,42600,46400,417193
2018-12-20,46000,46850,45400,46000,240631
2018-12-21,45800,46850,45500,46650,225096
2018-12-24,46700,48700,46100,47250,400464
2018-12-26,46450,49000,46450,48950,482555
2018-12-27,49150,49300,47550,48700,321447
2018-12-28,48550,48900,46650,47500,336363
2019-01-02,47050,47450,45650,45900,284860
2019-01-03,46200,46750,45450,45550,195936
2019-01-04,45650,48900,45450,48900,393319
2019-01-07,49250,50800,47950,48400,407252
2019-01-08,48800,49100,47550,48400,170711
2019-01-09,48800,48800,46850,47300,294914
2019-01-10,47250,48300,46750,48200,226132
2019-01-11,48400,48400,46000,46450,286793
2019-01-14,46600,47300,45800,46700,240978
2019-01-15,46950,48700,46050,48350,399849
2019-01-16,48550,48600,47400,47600,159574
2019-01-17,47350,47750,44050,44700,573187
2019-01-18,44550,45200,43500,44600,341114
2019-01-21,44950,44950,42400,42800,543780
2019-01-22,42800,43600,41800,43600,262644
2019-01-23,43300,43300,41450,42200,419638
2019-01-24,42600,43600,41950,43100,378242
2019-01-25,42950,43450,42300,42500,263678
2019-01-28,42350,42550,41600,42250,222464
2019-01-29,42050,42600,40850,41400,279992
2019-01-30,41400,41850,40400,40800,395715
2019-01-31,41200,44100,40750,43500,658091
2019-02-01,43750,43900,42900,43450,204921
2019-02-07,43800,46700,43050,45800,489989
2019-02-08,45700,47200,45500,46050,260974
2019-02-11,47000,47450,45600,45600,168087
2019-02-12,45350,45900,44450,44900,177802
2019-02-13,45400,45450,44150,44600,197358
2019-02-14,44300,44800,43200,44450,218672
2019-02-15,44600,45150,44150,44800,211677
2019-02-18,45000,45050,43000,43300,329250
2019-02-19,43300,43300,42600,43050,254451
2019-02-20,43050,44400,42750,44250,338324
2019-02-21,44350,47300,44350,46900,844770
2019-02-22,47250,47700,45850,46500,315185
2019-02-25,46500,48100,46500,47500,290961
2019-02-26,47400,47900,43350,45400,868919
2019-02-27,44800,45350,43800,44800,308453
2019-02-28,44650,44650,41600,42050,708168
2019-03-04,42650,42650,40650,41450,500198
2019-03-05,41050,42350,40550,40800,408210
2019-03-06,40650,41950,40550,41700,447739
2019-03-07,41550,42200,40450,40750,263310
2019-03-08,40500,43350,40350,43250,500865
2019-03-11,41950,42300,36500,37150,1916552
2019-03-12,37350,38700,35250,35900,1671684
2019-03-13,36050,38250,35750,37750,1342536
2019-03-14,37650,37950,36350,37150,759639
2019-03-15,36250,36400,35150,35700,697145
2019-03-18,35150,36600,35150,36500,447328
2019-03-19,36600,36700,35950,36150,250826
2019-03-20,36100,36300,35400,36000,271985
2019-03-21,33900,35800,33200,35400,1445174
2019-03-22,35000,35900,34750,35150,424265
2019-03-25,34800,37050,34700,35500,821259
2019-03-26,36150,37300,35050,36600,540483
2019-03-27,36650,37100,35750,36150,341750
2019-03-28,36200,36750,35850,36150,248866
2019-03-29,36300,37750,36050,37700,359187
2019-04-01,38250,38300,36650,37050,398076
2019-04-02,37000,37550,36550,36650,292254
2019-04-03,37000,38000,36800,37850,331875
2019-04-04,37850,38700,37350,38050,318817
2019-04-05,38500,39000,37550,37750,471262
2019-04-08,38500,39450,38000,38700,589651
2019-04-09,38950,38950,37500,38200,471355
2019-04-10,38150,38450,37500,37650,227211
2019-04-11,38050,38250,37600,38050,253027
2019-04-12,37700,38150,37600,37700,205802
2019-04-15,38100,38100,36800,37300,341071
2019-04-16,37900,38600,37450,37600,357941
2019-04-17,37900,38100,37300,37950,193402
2019-04-18,38150,38200,37000,37100,196250
2019-04-19,37000,37500,36500,36550,186919
2019-04-22,36750,38000,36750,37200,323966
2019-04-23,37450,37800,37300,37400,140719
2019-04-24,37350,37350,36450,36800,228158
2019-04-25,36400,36650,35500,35700,289724
2019-04-26,35450,36150,35100,35100,225338
2019-04-29,35200,35600,34900,35150,129759
2019-04-30,35000,36200,35000,36000,257448
2019-05-02,36000,36200,35450,36200,120895
2019-05-03,36000,36100,35600,35800,110497
2019-05-07,35500,35900,35050,35100,178395
2019-05-08,34850,35650,34800,35200,167556
2019-05-09,35000,35250,33650,33700,259903
2019-05-10,33700,34700,33200,33950,215454
2019-05-13,33450,34450,33450,33550,129005
2019-05-14,32350,33650,31500,33400,507272
2019-05-15,33600,34900,32700,34750,216207
2019-05-16,35050,35400,34400,35200,226058
2019-05-17,35300,35550,34650,34800,135015
2019-05-20,34850,36200,34850,35850,246794
2019-05-21,36200,36200,34150,34600,224159
2019-05-22,34600,34850,34200,34400,55659
2019-05-23,34500,34650,33450,33750,113189
2019-05-24,33250,34100,32800,32800,136329
2019-05-27,31850,32000,28300,28700,1298806
2019-05-28,29150,29850,28800,29100,592395
2019-05-29,28800,29500,28600,29300,268654
2019-05-30,29350,30950,29250,30300,374103
2019-05-31,30500,30800,29800,30600,184477
2019-06-03,30500,31900,30450,31900,261867
2019-06-04,31950,32150,31000,31800,175391
2019-06-05,32200,32200,31150,31900,156184
2019-06-07,31700,32450,31700,32250,177601
2019-06-10,32250,32750,32000,32700,127293
2019-06-11,32600,33850,32400,33300,171477
2019-06-12,33100,33800,31750,31950,404476
2019-06-13,31650,32450,30650,31250,580675
2019-06-14,30250,30500,29100,29500,917786
2019-06-17,30400,30800,28700,28950,730640
2019-06-18,29050,29050,28050,28300,466637
2019-06-19,28300,29100,28300,29000,295630
2019-06-20,29150,29450,28550,29400,216916
2019-06-21,29200,29400,28900,29200,180031
2019-06-24,29050,29250,27950,28250,376486
2019-06-25,28000,28950,27950,28750,301930
2019-06-26,28650,29000,28350,28400,162770
2019-06-27,28400,29500,28400,29150,348781
2019-06-28,29300,29550,28650,28950,237268
2019-07-01,29100,29400,28400,28500,233660
2019-07-02,28250,29800,28200,29000,384554
2019-07-03,29300,29300,28350,28550,264976
2019-07-04,28550,29150,28500,28850,131863
2019-07-05,29000,29200,28600,29050,126249
2019-07-08,28800,29300,27600,27950,260711
2019-07-09,27850,28700,27700,27700,184764
2019-07-10,27750,29150,27750,28600,287805
2019-07-11,28600,29850,28600,29850,290271
2019-07-12,29500,29800,28350,28500,397232
2019-07-15,28800,28800,28000,28150,188563
2019-07-16,28150,28400,27900,28250,147086
2019-07-17,28100,28150,27450,27550,166749
2019-07-18,26950,27450,25750,27000,462908
2019-07-19,27000,28300,27000,27800,216773
2019-07-22,28000,28000,27200,27750,82836
2019-07-23,27750,28200,27300,27350,137128
2019-07-24,27350,27700,27150,27150,125235
2019-07-25,26900,27100,26350,26550,136106
2019-07-26,26000,26500,25150,25250,326307
2019-07-29,25000,25500,24300,24350,283671
2019-07-30,24300,25500,24300,25250,212539
2019-07-31,24800,25350,24350,25000,148721
2019-08-01,24600,25600,24450,24800,134212
2019-08-02,24150,25350,24150,24800,99501
2019-08-05,24500,24700,22300,22300,289040
2019-08-06,21150,24000,21150,22500,427754
2019-08-07,22500,23750,22500,23450,175381
2019-08-08,23500,26000,23350,26000,232391
2019-08-09,25000,25050,23050,23150,483862
2019-08-12,22900,23400,22500,23050,127546
2019-08-13,22100,22600,21200,22150,375401
2019-08-14,22400,22600,21250,21400,302913
2019-08-16,20950,21250,20400,21000,241257
